autor,calificacion,contenido,hotel,titulo
Heather R,30,"Very nice hotel in a less-touristy area of Venice. Stayed with my husband and 12 year old son.  Beds were firm and the room was adequate -- clean with very few ,...",Hotel Ca' d'Oro,"Nice, Quiet, Basic Well-Priced Hotel."
Magali Javelier,40,"We stayed in The Element hotel in New York City for seven nights during the last week of September. This modern eco-friendly hotel is conveniently located near ,...",Element New York Times Square West,An enjoyable stay and would definitely stay again
Christine A,20,"We were booked at this hotel for a few nights but due to one of our travel party falling seriously ill and being unable to travel we had to cancel. Our booking ,...",Element New York Times Square West,Very rigid no refund policy so consider travel insurance before booking
Christine A,50,"Not far from Hippocrates Square, this modern restaurant serves delicious meals using quality ingredients. One of us ordered the lamb shank - a generous portion ,...",Paneri Creative Mediterranean Cuisine,Contemporary Greek cuisine in Rhodes Old Town
Christine A,40,"This upmarket restaurant near Rhodes town serves a range of delicious dishes that are a welcome change from the usual restaurant fare in the area. We started wi,...",Louis Restaurant Pizzeria,Delicious and different food
Christine A,50,"A new and welcome addition to the restaurant selection in Vasiliki. Just off the waterfront, Zorbas offers a contemporary take on Greek cuisine combined with ex,...",Patio Dining,Something different in Vasiliki
Christine A,30,"The experience getting on and off with the car - over 90 minutes both times - really detracts from what is otherwise a good experience and certainly convenient ,...",Spirit of Tasmania,If taking a car expect long waits
Christine A,40,"If you are looking to try Tasmanian seafood, then Prem’s won’t disappoint. We had oysters natural, scallops, blue mussels, grilled prawns, garden salad and garl,...",Prem's Seafood Bar& Grill,Great seafood
Christine A,40,The fish and chips here were excellent and the service friendly and efficient. Well worth a visit for a reasonably priced meal with views of the water. ,Beauty Point Waterfront Hotel,Enjoy good food and an excellent view
Christine A,40,"We stayed two nights here and found the rooms clean and comfortable.  The location is great and the cost reasonable for the amenities provided, which included a,...",Quest Sanctuary Lakes,Convenient and reasonably priced accommodation
Christine A,40,"The Italian Club in Mong Kok is currently offering half price on items on the food menu, which should be enough to entice people in.  Once seated, you can enjoy,...",The Italian Club,Half price menu makes this a value for money dining experience
Christine A,50,"What a fantastic dining experience! Great food, great service, great atmosphere. And all at a reasonable price for what you get.  A must-try dining experience w,...",TokyoLima,Wow!
Christine A,20,"Very disappointing dining experience.  The food was very expensive for what it was and the service was very patchy.  Notably, it was difficult to order drinks d,...",Foxglove,"Pretentious, overpriced and average food"
Christine A,40,"We stayed here four nights and picked the hotel for its location - close to the castle, with shopping and other attractions within walking distance. The room wa,...",Apex Grassmarket Hotel,Modern and comfortable hotel close to Edinburgh attractions
Christine A,40,"Hidden at the end of an arcade, this hotel has new, modern and well appointed rooms. The bed was comfortable and the room a good size. The lifts are tiny though,...",Achilleas Hotel,New hotel located close to everything 
Christine A,40,"We ate here twice while staying in Athens, once for dinner and then for lunch. Dinner was excellent - different dishes to the typical tourist offerings, althoug,...",Ella Athens,Great for lunch and dinner 
Christine A,40,"Craving something different we went to Peskesi hoping to get a table without a reservation. We were in luck and were treated to fabulous food. We started with l,...",Peskesi,Cretean delights
Christine A,40,"Tucked away up a side street, 1500 BC offers outdoor dining with spectacular views of the Santorini coast. And the food is pretty good too - we had the haloumi ,...",1500 BC Restaurant,Fantastic food to match the views
Christine A,40,"The food here is fresh and delicious - but like most traditional Greek dishes the cook uses salt liberally. The tuna souvlaki is a standout and the moussaka is ,...",La Vinaria Taverna,Great food but no need to add salt 
Christine A,40,"We had coffees of various types during our stay in Lefkada - cafe latte, macchiato, espresso freddo and iced coffee - all were excellent. They also serve good r,...",Taste and Coffee,Love ok’ing for your coffee hit? 
Christine A,10,"I arrived at the hotel from a late evening flight and had to wait for the hotel staff to finish talking and attend to the guests trying to check in.  When I fin,...",Four Points by Sheraton Los Angeles International Airport,"Run down, poor service and not worth the money - stay somewhere else"
Christine A,40,"I stayed two nights here on the way to Phoenix.  The hotel was very good and the room very comfortable.  The wifi worked well and the sound proofing meant you g,...",Hyatt Regency Los Angeles International Airport,Good quality accommodation at LAX
FinestJG,50,"Absolutely amazing experience here. I was doing the Mae Hong Son loop on my bike. I unfortunately had my bike battery die and the manager found someone to get m,...",Atom Poshtel,"You cant go wrong, The manager here is so friendly qnd accommodating."
FinestJG,50,"I had a great experience here! The owners are incredibly friendly and will treat you like family. You can ask for anything here and you will be accommodated. Th,...",Darling View Point Bungalows,Great experience!
FinestJG,50,"What an experience. I stayed at the Mayan Monkey in Cancun, and the Mayan Monkey in Tulum after. The Tulum one is way better! I have to say, a particular staf,...",Mayan Monkey Tulum,Amazing experience.
FinestJG,50,"Was walking by and was offered a free drink to come in and look at the menu. I'm sure glad I did. Ismael was my server and he was incredibly friendly and attent,...",El Granero Grill Steak & Lobster House,"Great food, great drinks, great service."
FinestJG,10,"Worst experience of my life, this property is a total scam. The photos are not accurate to the condition of the rooms. When I checked in, I had to be moved 3 ti,...",Central Park West Hostel,Avoid this place.
Cindy B,20,"The hotel room was very noisy. There was a very loud humming noise coming from the building next to the hotel. This motor ran all day and night. When I called t,...",Ameritania at Times Square,Noisy and overpriced
Cindy B,40,"We stayed at this hotel for 3 nights after 5 nights traveling around Colorado, Wyoming, and South Dekota. The room was clean and spacious although there were no,...",Best Western Plus Peak Vista Inn & Suites,Good experience
Cindy B,30,"We decided to stay at this hotel in June as we live in NY and had to change our out of state travel plans due to Covid restrictions. I made the reservation on 6,...",Hampton Inn & Suites Lake Placid,Nice place but billing was so screwed up
Cindy B,30,"This lodge is in a beautiful area up in Gardiner, NY, - very close to Minnewaska state Park and New Paltz. The common areas inside and outside on the property a,...",Minnewaska Lodge,Could be 5 stars with simple cleaning and new beds
Cindy B,20,"We just visited Folly Beach for the day. We paid for our parking as indicated by the signs with a receipt from the parking machine. When we came back to our car,...",Folly Beach Public Beach,Highway robbery
Cindy B,50,"We stayed here one night while on our way to drop daughter off at nearby college. When we first got into our room, there was a noise coming from the bathroom ve,...",Hampton Inn & Suites Orlando Airport @ Gateway Village,very good customer service
Cindy B,40,"Very nice Hilton next to Disney Springs. We were on the 22nd floor with great view. Word of caution if you have young children staying there, the outdoor balcon,...",Hilton Orlando Buena Vista Palace Disney Springs Area,nice hotel in great location right next to Disney Springs
Cindy B,40,"We have been staying at this hotel for the past 5 years when we have visited my son at YCP. The hotel is in a quiet area. it is only 10 mins to campus and the b,...",Best Western Westgate Inn,comfortable stay but odor on 3rd floor
Cindy B,30,"We stayed at this hotel for one night on our drive from NY to North Carolina. Upon check in, there was an overwhelming smell of sewage. Even in our 2nd story ro,...",Quality Inn Beacon Marina,Older hotel but comfotable
Cindy B,40,"We had a room on top floor. Great view of Gulf and looked out over pool area. Weather was terrible for 4 out of 5 days but I still enjoyed sitting in lanai watc,...",Best Western Plus Beach Resort,Great view and location
Cindy B,30,"We just got back from a long weekend in the French Quarter. At first we were going to stay at a hotel on Bourbon Street, but then changed our minds when we saw ,...",Bourbon Street,Dirty city with a lot of panhandlers
